path,metalness,emissive,roughness,subsurface
textures\entity\npc\npc_construction_4.png,0,0,255,255
textures\entity\npc\npc_construction_5.png,0,0,255,255
textures\entity\npc\npc_scientist_1.png,0,0,255,255
textures\entity\npc\npc_scientist_10.png,0,0,255,255
textures\entity\npc\npc_scientist_2.png,0,0,255,255
textures\entity\npc\npc_scientist_3.png,0,0,255,255
textures\entity\npc\npc_scientist_4.png,0,0,255,255
textures\entity\npc\npc_scientist_5.png,0,0,255,255
textures\entity\npc\npc_scientist_6.png,0,0,255,255
textures\entity\npc\npc_scientist_7.png,0,0,255,255
textures\entity\npc\npc_scientist_8.png,0,0,255,255
textures\entity\npc\npc_scientist_9.png,0,0,255,255
textures\entity\npc\npc_teacher_1.png,0,0,255,255
textures\entity\npc\npc_teacher_2.png,0,0,255,255
textures\entity\npc\npc_teacher_3.png,0,0,255,255
textures\entity\npc\npc_teacher_4.png,0,0,255,255
textures\entity\npc\npc_teacher_5.png,0,0,255,255
textures\entity\oak_hanging_sign.png,0,0,255,255
textures\entity\panda\panda.png,0,0,255,255
textures\entity\panda\panda_aggressive.png,0,0,255,255
textures\entity\panda\panda_brown.png,0,0,255,255
textures\entity\panda\panda_lazy.png,0,0,255,255
textures\entity\panda\panda_playful.png,0,0,255,255
textures\entity\panda\panda_sneezy.png,0,0,255,255
textures\entity\panda\panda_worried.png,0,0,255,255
textures\entity\parrot\parrot_blue.png,0,0,255,255
textures\entity\parrot\parrot_green.png,0,0,255,255
textures\entity\parrot\parrot_grey.png,0,0,255,255
textures\entity\parrot\parrot_red_blue.png,0,0,255,255
textures\entity\parrot\parrot_yellow_blue.png,0,0,255,255
textures\entity\phantom.png,0,0,255,255
textures\entity\phantom.tga,0,0,255,255
textures\entity\pig\pig.png,0,0,255,255
textures\entity\pig\pig_saddle.png,0,0,255,255
textures\entity\pig\pigzombie.png,0,0,255,255
textures\entity\piglin\piglin.png,0,0,255,255
textures\entity\piglin\piglin_brute.png,0,0,255,255
textures\entity\piglin\zombie_piglin.png,0,0,255,255
textures\entity\pillager.png,0,0,255,255
textures\entity\pistonarm\pistonArm.png,0,0,255,255
textures\entity\pistonarm\pistonArmSticky.png,0,0,255,255
textures\entity\polarbear.png,0,0,255,255
textures\entity\rabbit\blackrabbit.png,0,0,255,255
textures\entity\rabbit\brown.png,0,0,255,255
textures\entity\rabbit\gold.png,0,0,255,255
textures\entity\rabbit\salt.png,0,0,255,255
textures\entity\rabbit\toast.png,0,0,255,255
textures\entity\rabbit\white.png,0,0,255,255
textures\entity\rabbit\white_splotched.png,0,0,255,255
textures\entity\saddle.png,0,0,255,255
textures\entity\sea_turtle.png,0,0,255,255
textures\entity\sheep\sheep.png,0,0,255,255
textures\entity\sheep\sheep.tga,0,0,255,255
textures\entity\shield.png,0,0,255,255
textures\entity\shield_patterns\base.png,0,0,255,255
textures\entity\shield_patterns\border.png,0,0,255,255
textures\entity\shield_patterns\bricks.png,0,0,255,255
textures\entity\shield_patterns\circle.png,0,0,255,255
textures\entity\shield_patterns\creeper.png,0,0,255,255
textures\entity\shield_patterns\cross.png,0,0,255,255
textures\entity\shield_patterns\curly_border.png,0,0,255,255
textures\entity\shield_patterns\diagonal_left.png,0,0,255,255
textures\entity\shield_patterns\diagonal_right.png,0,0,255,255
textures\entity\shield_patterns\diagonal_up_left.png,0,0,255,255
textures\entity\shield_patterns\diagonal_up_right.png,0,0,255,255
textures\entity\shield_patterns\flow.png,0,0,255,255
textures\entity\shield_patterns\flower.png,0,0,255,255
textures\entity\shield_patterns\globe.png,0,0,255,255
textures\entity\shield_patterns\gradient.png,0,0,255,255
textures\entity\shield_patterns\gradient_up.png,0,0,255,255
textures\entity\shield_patterns\guster.png,0,0,255,255
textures\entity\shield_patterns\half_horizontal.png,0,0,255,255
textures\entity\shield_patterns\half_horizontal_bottom.png,0,0,255,255
textures\entity\shield_patterns\half_vertical.png,0,0,255,255
textures\entity\shield_patterns\half_vertical_right.png,0,0,255,255
textures\entity\shield_patterns\illager.png,0,0,255,255
textures\entity\shield_patterns\mojang.png,0,0,255,255
textures\entity\shield_patterns\piglin.png,0,0,255,255
textures\entity\shield_patterns\rhombus.png,0,0,255,255
textures\entity\shield_patterns\skull.png,0,0,255,255
textures\entity\shield_patterns\small_stripes.png,0,0,255,255
textures\entity\shield_patterns\square_bottom_left.png,0,0,255,255
textures\entity\shield_patterns\square_bottom_right.png,0,0,255,255
textures\entity\shield_patterns\square_top_left.png,0,0,255,255
textures\entity\shield_patterns\square_top_right.png,0,0,255,255
textures\entity\shield_patterns\straight_cross.png,0,0,255,255
textures\entity\shield_patterns\stripe_bottom.png,0,0,255,255
textures\entity\shield_patterns\stripe_center.png,0,0,255,255
textures\entity\shield_patterns\stripe_downleft.png,0,0,255,255
textures\entity\shield_patterns\stripe_downright.png,0,0,255,255
textures\entity\shield_patterns\stripe_left.png,0,0,255,255
textures\entity\shield_patterns\stripe_middle.png,0,0,255,255
textures\entity\shield_patterns\stripe_right.png,0,0,255,255
textures\entity\shield_patterns\stripe_top.png,0,0,255,255
textures\entity\shield_patterns\triangle_bottom.png,0,0,255,255
textures\entity\shield_patterns\triangle_top.png,0,0,255,255
textures\entity\shield_patterns\triangles_bottom.png,0,0,255,255
textures\entity\shield_patterns\triangles_top.png,0,0,255,255
textures\entity\shulker\shulker_black.png,0,0,255,255
textures\entity\shulker\shulker_blue.png,0,0,255,255
textures\entity\shulker\shulker_brown.png,0,0,255,255
textures\entity\shulker\shulker_cyan.png,0,0,255,255
textures\entity\shulker\shulker_gray.png,0,0,255,255
textures\entity\shulker\shulker_green.png,0,0,255,255
textures\entity\shulker\shulker_light_blue.png,0,0,255,255
textures\entity\shulker\shulker_lime.png,0,0,255,255
textures\entity\shulker\shulker_magenta.png,0,0,255,255
textures\entity\shulker\shulker_orange.png,0,0,255,255
textures\entity\shulker\shulker_pink.png,0,0,255,255
textures\entity\shulker\shulker_purple.png,0,0,255,255
textures\entity\shulker\shulker_red.png,0,0,255,255
textures\entity\shulker\shulker_silver.png,0,0,255,255
textures\entity\shulker\shulker_undyed.png,0,0,255,255
textures\entity\shulker\shulker_white.png,0,0,255,255
textures\entity\shulker\shulker_yellow.png,0,0,255,255
textures\entity\shulker\spark.png,0,0,255,255
textures\entity\sign.png,0,0,255,255
textures\entity\sign_acacia.png,0,0,255,255
textures\entity\sign_birch.png,0,0,255,255
textures\entity\sign_crimson.png,0,0,255,255
textures\entity\sign_darkoak.png,0,0,255,255
textures\entity\sign_jungle.png,0,0,255,255
textures\entity\sign_spruce.png,0,0,255,255
textures\entity\sign_warped.png,0,0,255,255
textures\entity\silverfish.png,0,0,255,255
textures\entity\skeleton\bogged.png,0,0,255,255
textures\entity\skeleton\bogged_clothes.png,0,0,255,255
textures\entity\skeleton\skeleton.png,0,0,255,255
textures\entity\skeleton\stray.png,0,0,255,255
textures\entity\skeleton\stray_overlay.png,0,0,255,255
textures\entity\skeleton\wither_skeleton.png,0,0,255,255
textures\entity\skulls\creeper.png,0,0,255,255
textures\entity\skulls\skeleton.png,0,0,255,255
textures\entity\skulls\wither_skeleton.png,0,0,255,255
textures\entity\skulls\zombie.png,0,0,255,255
textures\entity\slime\magmacube.png,0,0,255,255
textures\entity\slime\magmacube.tga,0,0,255,255
textures\entity\slime\slime.png,0,0,255,255
textures\entity\sniffer\sniffer.png,0,0,255,255
textures\entity\snow_golem.png,0,0,255,255
textures\entity\spider\cave_spider.png,0,0,255,255
textures\entity\spider\cave_spider.tga,0,0,255,255
textures\entity\spider\spider.png,0,0,255,255
textures\entity\spider\spider.tga,0,0,255,255
textures\entity\spruce_hanging_sign.png,0,0,255,255
textures\entity\spyglass.png,0,0,255,255
textures\entity\squid.png,0,0,255,255
textures\entity\steve.png,0,0,255,255
textures\entity\strider\strider.png,0,0,255,255
textures\entity\strider\strider_saddled.png,0,0,255,255
textures\entity\strider\strider_suffocated.png,0,0,255,255
textures\entity\strider\strider_suffocated_saddled.png,0,0,255,255
textures\entity\tadpole\tadpole.png,0,0,255,255
textures\entity\trident.png,0,0,255,255
textures\entity\trident_riptide.png,0,0,255,255
textures\entity\vex\vex.png,0,0,255,255
textures\entity\vex\vex_charging.png,0,0,255,255
textures\entity\villager\butcher.png,0,0,255,255
textures\entity\villager\farmer.png,0,0,255,255
textures\entity\villager\librarian.png,0,0,255,255
textures\entity\villager\priest.png,0,0,255,255
textures\entity\villager\smith.png,0,0,255,255
textures\entity\villager\villager.png,0,0,255,255
textures\entity\villager2\biomes\biome_desert.png,0,0,255,255
textures\entity\villager2\biomes\biome_jungle.png,0,0,255,255
textures\entity\villager2\biomes\biome_plains.png,0,0,255,255
textures\entity\villager2\biomes\biome_savanna.png,0,0,255,255
textures\entity\villager2\biomes\biome_snow.png,0,0,255,255
textures\entity\villager2\biomes\biome_swamp.png,0,0,255,255
textures\entity\villager2\biomes\biome_taiga.png,0,0,255,255
textures\entity\villager2\levels\level_diamond.png,0,0,255,255
textures\entity\villager2\levels\level_emerald.png,0,0,255,255
textures\entity\villager2\levels\level_gold.png,0,0,255,255
textures\entity\villager2\levels\level_iron.png,0,0,255,255
textures\entity\villager2\levels\level_stone.png,0,0,255,255
textures\entity\villager2\professions\armorer.png,0,0,255,255
textures\entity\villager2\professions\armorer.tga,0,0,255,255
textures\entity\villager2\professions\butcher.png,0,0,255,255
textures\entity\villager2\professions\butcher.tga,0,0,255,255
textures\entity\villager2\professions\cartographer.png,0,0,255,255
textures\entity\villager2\professions\cartographer.tga,0,0,255,255
textures\entity\villager2\professions\cleric.png,0,0,255,255
textures\entity\villager2\professions\cleric.tga,0,0,255,255
textures\entity\villager2\professions\farmer.png,0,0,255,255
textures\entity\villager2\professions\farmer.tga,0,0,255,255
textures\entity\villager2\professions\fisherman.png,0,0,255,255
textures\entity\villager2\professions\fisherman.tga,0,0,255,255
textures\entity\villager2\professions\fletcher.png,0,0,255,255
textures\entity\villager2\professions\fletcher.tga,0,0,255,255
textures\entity\villager2\professions\leatherworker.png,0,0,255,255
textures\entity\villager2\professions\leatherworker.tga,0,0,255,255
textures\entity\villager2\professions\librarian.png,0,0,255,255
textures\entity\villager2\professions\librarian.tga,0,0,255,255
textures\entity\villager2\professions\nitwit.png,0,0,255,255
textures\entity\villager2\professions\nitwit.tga,0,0,255,255
textures\entity\villager2\professions\shepherd.png,0,0,255,255
textures\entity\villager2\professions\shepherd.tga,0,0,255,255
textures\entity\villager2\professions\stonemason.png,0,0,255,255
textures\entity\villager2\professions\stonemason.tga,0,0,255,255
textures\entity\villager2\professions\toolsmith.png,0,0,255,255
textures\entity\villager2\professions\toolsmith.tga,0,0,255,255
textures\entity\villager2\professions\unskilled.png,0,0,255,255
textures\entity\villager2\professions\unskilled.tga,0,0,255,255
textures\entity\villager2\professions\weaponsmith.png,0,0,255,255
textures\entity\villager2\professions\weaponsmith.tga,0,0,255,255
textures\entity\villager2\villager.png,0,0,255,255
textures\entity\vindicator.png,0,0,255,255
textures\entity\wandering_trader.png,0,0,255,255
textures\entity\warden\warden.png,0,0,255,255
textures\entity\warden\warden_bioluminescent_layer.png,0,0,255,255
textures\entity\warden\warden_ears.png,0,0,255,255
textures\entity\warden\warden_heart.png,0,0,255,255
textures\entity\warden\warden_pulsating_spots_1.png,0,0,255,255
textures\entity\warden\warden_pulsating_spots_2.png,0,0,255,255
textures\entity\warden\warden_tendrils.png,0,0,255,255
textures\entity\warped_hanging_sign.png,0,0,255,255
textures\entity\wind_charge.png,0,0,255,255
textures\entity\witch.png,0,0,255,255
textures\entity\wither_boss\wither.png,0,0,255,255
textures\entity\wither_boss\wither_armor_blue.png,0,0,255,255
textures\entity\wither_boss\wither_armor_white.png,0,0,255,255
textures\entity\wither_boss\wither_invulnerable.png,0,0,255,255
textures\entity\wolf\wolf.png,0,0,255,255
textures\entity\wolf\wolf_angry.png,0,0,255,255
textures\entity\wolf\wolf_armor.png,0,0,255,255
textures\entity\wolf\wolf_armor_cracked_high.png,0,0,255,255
textures\entity\wolf\wolf_armor_cracked_low.png,0,0,255,255
textures\entity\wolf\wolf_armor_cracked_medium.png,0,0,255,255
textures\entity\wolf\wolf_armor_cracked_none.png,0,0,255,255
textures\entity\wolf\wolf_armor_dyed.png,0,0,255,255
textures\entity\wolf\wolf_armor_dyed.tga,0,0,255,255
textures\entity\wolf\wolf_ashen.png,0,0,255,255
textures\entity\wolf\wolf_ashen_angry.png,0,0,255,255
textures\entity\wolf\wolf_ashen_tame.png,0,0,255,255
textures\entity\wolf\wolf_ashen_tame.tga,0,0,255,255
textures\entity\wolf\wolf_black.png,0,0,255,255
textures\entity\wolf\wolf_black_angry.png,0,0,255,255
textures\entity\wolf\wolf_black_tame.png,0,0,255,255
textures\entity\wolf\wolf_black_tame.tga,0,0,255,255
textures\entity\wolf\wolf_chestnut.png,0,0,255,255
textures\entity\wolf\wolf_chestnut_angry.png,0,0,255,255
textures\entity\wolf\wolf_chestnut_tame.png,0,0,255,255
textures\entity\wolf\wolf_chestnut_tame.tga,0,0,255,255
textures\entity\wolf\wolf_rusty.png,0,0,255,255
textures\entity\wolf\wolf_rusty_angry.png,0,0,255,255
textures\entity\wolf\wolf_rusty_tame.png,0,0,255,255
textures\entity\wolf\wolf_rusty_tame.tga,0,0,255,255
textures\entity\wolf\wolf_snowy.png,0,0,255,255
textures\entity\wolf\wolf_snowy_angry.png,0,0,255,255
textures\entity\wolf\wolf_snowy_tame.png,0,0,255,255
textures\entity\wolf\wolf_snowy_tame.tga,0,0,255,255
textures\entity\wolf\wolf_spotted.png,0,0,255,255
textures\entity\wolf\wolf_spotted_angry.png,0,0,255,255
textures\entity\wolf\wolf_spotted_tame.png,0,0,255,255
textures\entity\wolf\wolf_spotted_tame.tga,0,0,255,255
textures\entity\wolf\wolf_striped.png,0,0,255,255
textures\entity\wolf\wolf_striped_angry.png,0,0,255,255
textures\entity\wolf\wolf_striped_tame.png,0,0,255,255
textures\entity\wolf\wolf_striped_tame.tga,0,0,255,255
textures\entity\wolf\wolf_tame.png,0,0,255,255
textures\entity\wolf\wolf_tame.tga,0,0,255,255
textures\entity\wolf\wolf_woods.png,0,0,255,255
textures\entity\wolf\wolf_woods_angry.png,0,0,255,255
textures\entity\wolf\wolf_woods_tame.png,0,0,255,255
textures\entity\wolf\wolf_woods_tame.tga,0,0,255,255
textures\entity\zoglin\zoglin.png,0,0,255,255
textures\entity\zombie\drowned.png,0,0,255,255
textures\entity\zombie\drowned.tga,0,0,255,255
textures\entity\zombie\husk.png,0,0,255,255
textures\entity\zombie\zombie.png,0,0,255,255
textures\entity\zombie_villager\zombie_butcher.png,0,0,255,255
textures\entity\zombie_villager\zombie_farmer.png,0,0,255,255
textures\entity\zombie_villager\zombie_librarian.png,0,0,255,255
textures\entity\zombie_villager\zombie_priest.png,0,0,255,255
textures\entity\zombie_villager\zombie_smith.png,0,0,255,255
textures\entity\zombie_villager\zombie_villager.png,0,0,255,255
textures\entity\zombie_villager2\biomes\biome-desert-zombie.png,0,0,255,255
textures\entity\zombie_villager2\biomes\biome-jungle-zombie.png,0,0,255,255
textures\entity\zombie_villager2\biomes\biome-plains-zombie.png,0,0,255,255
textures\entity\zombie_villager2\biomes\biome-savanna-zombie.png,0,0,255,255
textures\entity\zombie_villager2\biomes\biome-snow-zombie.png,0,0,255,255
textures\entity\zombie_villager2\biomes\biome-swamp-zombie.png,0,0,255,255
textures\entity\zombie_villager2\biomes\biome-taiga-zombie.png,0,0,255,255
textures\entity\zombie_villager2\professions\armorer.png,0,0,255,255
textures\entity\zombie_villager2\professions\armorer.tga,0,0,255,255
textures\entity\zombie_villager2\professions\butcher.png,0,0,255,255
textures\entity\zombie_villager2\professions\butcher.tga,0,0,255,255
textures\entity\zombie_villager2\professions\cartographer.png,0,0,255,255
textures\entity\zombie_villager2\professions\cartographer.tga,0,0,255,255
textures\entity\zombie_villager2\professions\cleric.png,0,0,255,255
textures\entity\zombie_villager2\professions\cleric.tga,0,0,255,255
textures\entity\zombie_villager2\professions\farmer.png,0,0,255,255
textures\entity\zombie_villager2\professions\farmer.tga,0,0,255,255
textures\entity\zombie_villager2\professions\fisherman.png,0,0,255,255
textures\entity\zombie_villager2\professions\fisherman.tga,0,0,255,255
textures\entity\zombie_villager2\professions\fletcher.png,0,0,255,255
textures\entity\zombie_villager2\professions\fletcher.tga,0,0,255,255
textures\entity\zombie_villager2\professions\leatherworker.png,0,0,255,255
textures\entity\zombie_villager2\professions\leatherworker.tga,0,0,255,255
textures\entity\zombie_villager2\professions\librarian.png,0,0,255,255
textures\entity\zombie_villager2\professions\librarian.tga,0,0,255,255
textures\entity\zombie_villager2\professions\nitwit.png,0,0,255,255
textures\entity\zombie_villager2\professions\nitwit.tga,0,0,255,255
textures\entity\zombie_villager2\professions\shepherd.png,0,0,255,255
textures\entity\zombie_villager2\professions\shepherd.tga,0,0,255,255
textures\entity\zombie_villager2\professions\stonemason.png,0,0,255,255
textures\entity\zombie_villager2\professions\stonemason.tga,0,0,255,255
textures\entity\zombie_villager2\professions\toolsmith.png,0,0,255,255
textures\entity\zombie_villager2\professions\toolsmith.tga,0,0,255,255
textures\entity\zombie_villager2\professions\unskilled.png,0,0,255,255
textures\entity\zombie_villager2\professions\unskilled.tga,0,0,255,255
textures\entity\zombie_villager2\professions\weaponsmith.png,0,0,255,255
textures\entity\zombie_villager2\professions\weaponsmith.tga,0,0,255,255
textures\entity\zombie_villager2\zombie-villager.png,0,0,255,255
textures\particle\campfire_smoke.png,0,0,255,255
textures\particle\cherry_petal_atlas.png,0,0,255,255
textures\particle\gust.png,0,0,255,255
textures\particle\infested.png,0,0,255,255
textures\particle\ominous_spawning.png,0,0,255,255
textures\particle\particles.png,0,0,255,255
textures\particle\raid_omen.png,0,0,255,255
textures\particle\sculk_charge.png,0,0,255,255
textures\particle\sculk_charge_pop.png,0,0,255,255
textures\particle\sculk_soul.png,0,0,255,255
textures\particle\shriek.png,0,0,255,255
textures\particle\small_gust.png,0,0,255,255
textures\particle\sonic_explosion.png,0,0,255,255
textures\particle\soul.png,0,0,255,255
textures\particle\trial_omen.png,0,0,255,255
textures\particle\vault_connection.png,0,0,255,255
textures\particle\vibration_signal.png,0,0,255,255
textures\items\acacia_chest_boat.png,0,0,255,255
textures\items\acacia_hanging_sign.png,0,0,255,255
textures\items\amethyst_shard.png,0,0,255,255
textures\items\angler_pottery_sherd.png,0,0,255,255
textures\items\apple.png,0,0,255,255
textures\items\apple_golden.png,0,0,255,255
textures\items\archer_pottery_sherd.png,0,0,255,255
textures\items\armadillo_scute.png,0,0,255,255
textures\items\armor_stand.png,0,0,255,255
textures\items\arms_up_pottery_sherd.png,0,0,255,255
textures\items\arrow.png,0,0,255,255
textures\items\bamboo.png,0,0,255,255
textures\items\bamboo_chest_raft.png,0,0,255,255
textures\items\bamboo_door.png,0,0,255,255
textures\items\bamboo_hanging_sign.png,0,0,255,255
textures\items\bamboo_raft.png,0,0,255,255
textures\items\bamboo_sign.png,0,0,255,255
textures\items\banner_pattern.png,0,0,255,255
textures\items\bed_black.png,0,0,255,255
textures\items\bed_blue.png,0,0,255,255
textures\items\bed_brown.png,0,0,255,255
textures\items\bed_cyan.png,0,0,255,255
textures\items\bed_gray.png,0,0,255,255
textures\items\bed_green.png,0,0,255,255
textures\items\bed_light_blue.png,0,0,255,255
textures\items\bed_lime.png,0,0,255,255
textures\items\bed_magenta.png,0,0,255,255
textures\items\bed_orange.png,0,0,255,255
textures\items\bed_pink.png,0,0,255,255
textures\items\bed_purple.png,0,0,255,255
textures\items\bed_red.png,0,0,255,255
textures\items\bed_silver.png,0,0,255,255
textures\items\bed_white.png,0,0,255,255
textures\items\bed_yellow.png,0,0,255,255
textures\items\beef_cooked.png,0,0,255,255
textures\items\beef_raw.png,0,0,255,255
textures\items\beetroot.png,0,0,255,255
textures\items\beetroot_soup.png,0,0,255,255
textures\items\birch_chest_boat.png,0,0,255,255
textures\items\birch_hanging_sign.png,0,0,255,255
textures\items\blade_pottery_sherd.png,0,0,255,255
textures\items\blaze_powder.png,0,0,255,255
textures\items\blaze_rod.png,0,0,255,255
textures\items\boat.png,0,0,255,255
textures\items\boat_acacia.png,0,0,255,255
textures\items\boat_birch.png,0,0,255,255
textures\items\boat_dark_oak.png,0,0,255,255
textures\items\boat_darkoak.png,0,0,255,255
textures\items\boat_jungle.png,0,0,255,255
textures\items\boat_oak.png,0,0,255,255
textures\items\boat_spruce.png,0,0,255,255
textures\items\bolt_armor_trim_smithing_template.png,0,0,255,255
textures\items\bone.png,0,0,255,255
textures\items\book_enchanted.png,0,0,255,255
textures\items\book_normal.png,0,0,255,255
textures\items\book_portfolio.png,0,0,255,255
textures\items\book_writable.png,0,0,255,255
textures\items\book_written.png,0,0,255,255
textures\items\bow_pulling_0.png,0,0,255,255
textures\items\bow_pulling_1.png,0,0,255,255
textures\items\bow_pulling_2.png,0,0,255,255
textures\items\bow_standby.png,0,0,255,255
textures\items\bowl.png,0,0,255,255
textures\items\bread.png,0,0,255,255
textures\items\breeze_rod.png,0,0,255,255
textures\items\brewer_pottery_sherd.png,0,0,255,255
textures\items\brewing_stand.png,0,0,255,255
textures\items\brick.png,0,0,255,255
textures\items\broken_elytra.png,0,0,255,255
textures\items\brush.png,0,0,255,255
textures\items\bucket_axolotl.png,0,0,255,255
textures\items\bucket_cod.png,0,0,255,255
textures\items\bucket_empty.png,0,0,255,255
textures\items\bucket_lava.png,0,0,255,255
textures\items\bucket_milk.png,0,0,255,255
textures\items\bucket_powder_snow.png,0,0,255,255
textures\items\bucket_pufferfish.png,0,0,255,255
textures\items\bucket_salmon.png,0,0,255,255
textures\items\bucket_tadpole.png,0,0,255,255
textures\items\bucket_tropical.png,0,0,255,255
textures\items\bucket_water.png,0,0,255,255
textures\items\burn_pottery_sherd.png,0,0,255,255
textures\items\cake.png,0,0,255,255
textures\items\campfire.png,0,0,255,255
textures\items\candles\black_candle.png,0,0,255,255
textures\items\candles\blue_candle.png,0,0,255,255
textures\items\candles\brown_candle.png,0,0,255,255
textures\items\candles\candle.png,0,0,255,255
textures\items\candles\cyan_candle.png,0,0,255,255
textures\items\candles\gray_candle.png,0,0,255,255
textures\items\candles\green_candle.png,0,0,255,255
textures\items\candles\light_blue_candle.png,0,0,255,255
textures\items\candles\light_gray_candle.png,0,0,255,255
textures\items\candles\lime_candle.png,0,0,255,255
textures\items\candles\magenta_candle.png,0,0,255,255
textures\items\candles\orange_candle.png,0,0,255,255
textures\items\candles\pink_candle.png,0,0,255,255
textures\items\candles\purple_candle.png,0,0,255,255
textures\items\candles\red_candle.png,0,0,255,255
textures\items\candles\white_candle.png,0,0,255,255
textures\items\candles\yellow_candle.png,0,0,255,255
textures\items\carrot.png,0,0,255,255
textures\items\carrot_golden.png,0,0,255,255
textures\items\carrot_on_a_stick.png,0,0,255,255
textures\items\cauldron.png,0,0,255,255
textures\items\chain.png,0,0,255,255
textures\items\chainmail_boots.png,0,0,255,255
textures\items\chainmail_chestplate.png,0,0,255,255
textures\items\chainmail_helmet.png,0,0,255,255
textures\items\chainmail_leggings.png,0,0,255,255
textures\items\chalkboard_large.png,0,0,255,255
textures\items\chalkboard_medium.png,0,0,255,255
textures\items\chalkboard_small.png,0,0,255,255
textures\items\charcoal.png,0,0,255,255
textures\items\cherry_boat.png,0,0,255,255
textures\items\cherry_chest_boat.png,0,0,255,255
textures\items\cherry_door.png,0,0,255,255
textures\items\cherry_hanging_sign.png,0,0,255,255
textures\items\cherry_sign.png,0,0,255,255
textures\items\chicken_cooked.png,0,0,255,255
textures\items\chicken_raw.png,0,0,255,255
textures\items\chorus_fruit.png,0,0,255,255
textures\items\chorus_fruit_popped.png,0,0,255,255
textures\items\clay_ball.png,0,0,255,255
textures\items\clock_item.png,0,0,255,255
textures\items\coal.png,0,0,255,255
textures\items\coast_armor_trim_smithing_template.png,0,0,255,255
textures\items\comparator.png,0,0,255,255
textures\items\compass_atlas.png,0,0,255,255
textures\items\compass_item.png,0,0,255,255
textures\items\cookie.png,0,0,255,255
textures\items\copper_door.png,0,0,255,255
textures\items\copper_ingot.png,0,0,255,255
textures\items\crimson_door.png,0,0,255,255
textures\items\crimson_hanging_sign.png,0,0,255,255
textures\items\crossbow_arrow.png,0,0,255,255
textures\items\crossbow_firework.png,0,0,255,255
textures\items\crossbow_pulling_0.png,0,0,255,255
textures\items\crossbow_pulling_1.png,0,0,255,255
textures\items\crossbow_pulling_2.png,0,0,255,255
textures\items\crossbow_standby.png,0,0,255,255
textures\items\danger_pottery_sherd.png,0,0,255,255
textures\items\dark_oak_chest_boat.png,0,0,255,255
textures\items\dark_oak_hanging_sign.png,0,0,255,255
textures\items\diamond.png,0,0,255,255
textures\items\diamond_axe.png,0,0,255,255
textures\items\diamond_boots.png,0,0,255,255
textures\items\diamond_chestplate.png,0,0,255,255
textures\items\diamond_helmet.png,0,0,255,255
textures\items\diamond_hoe.png,0,0,255,255
textures\items\diamond_horse_armor.png,0,0,255,255
textures\items\diamond_leggings.png,0,0,255,255
textures\items\diamond_pickaxe.png,0,0,255,255
textures\items\diamond_shovel.png,0,0,255,255
textures\items\diamond_sword.png,0,0,255,255
textures\items\disc_fragment_5.png,0,0,255,255
textures\items\door_acacia.png,0,0,255,255
textures\items\door_birch.png,0,0,255,255
textures\items\door_dark_oak.png,0,0,255,255
textures\items\door_iron.png,0,0,255,255
textures\items\door_jungle.png,0,0,255,255
textures\items\door_spruce.png,0,0,255,255
textures\items\door_wood.png,0,0,255,255
textures\items\dragon_fireball.png,0,0,255,255
textures\items\dragons_breath.png,0,0,255,255
textures\items\dried_kelp.png,0,0,255,255
textures\items\dune_armor_trim_smithing_template.png,0,0,255,255
textures\items\dye_powder_black.png,0,0,255,255
textures\items\dye_powder_black_new.png,0,0,255,255
textures\items\dye_powder_blue.png,0,0,255,255
textures\items\dye_powder_blue_new.png,0,0,255,255
textures\items\dye_powder_brown.png,0,0,255,255
textures\items\dye_powder_brown_new.png,0,0,255,255
textures\items\dye_powder_cyan.png,0,0,255,255
textures\items\dye_powder_glow.png,0,0,255,255
textures\items\dye_powder_gray.png,0,0,255,255
textures\items\dye_powder_green.png,0,0,255,255
textures\items\dye_powder_light_blue.png,0,0,255,255
textures\items\dye_powder_lime.png,0,0,255,255
textures\items\dye_powder_magenta.png,0,0,255,255
textures\items\dye_powder_orange.png,0,0,255,255
textures\items\dye_powder_pink.png,0,0,255,255
textures\items\dye_powder_purple.png,0,0,255,255
textures\items\dye_powder_red.png,0,0,255,255
textures\items\dye_powder_silver.png,0,0,255,255
textures\items\dye_powder_white.png,0,0,255,255
textures\items\dye_powder_white_new.png,0,0,255,255
textures\items\dye_powder_yellow.png,0,0,255,255
textures\items\echo_shard.png,0,0,255,255
textures\items\egg.png,0,0,255,255
textures\items\egg_agent.png,0,0,255,255
textures\items\egg_bat.png,0,0,255,255
textures\items\egg_bee.png,0,0,255,255
textures\items\egg_blaze.png,0,0,255,255
textures\items\egg_cat.png,0,0,255,255
textures\items\egg_cave_spider.png,0,0,255,255
textures\items\egg_chicken.png,0,0,255,255
textures\items\egg_clownfish.png,0,0,255,255
textures\items\egg_cod.png,0,0,255,255
textures\items\egg_cow.png,0,0,255,255
textures\items\egg_creeper.png,0,0,255,255
textures\items\egg_dolphin.png,0,0,255,255
textures\items\egg_donkey.png,0,0,255,255
textures\items\egg_drowned.png,0,0,255,255
textures\items\egg_elderguardian.png,0,0,255,255
textures\items\egg_enderman.png,0,0,255,255
textures\items\egg_endermite.png,0,0,255,255
textures\items\egg_evoker.png,0,0,255,255
textures\items\egg_fish.png,0,0,255,255
textures\items\egg_fox.png,0,0,255,255
textures\items\egg_ghast.png,0,0,255,255
textures\items\egg_glow_squid.png,0,0,255,255
